kraken	MiniKraken DB	0.9935304726	0.6972917587	0.819460021	0.9974482121	0.8971745297	0.9446578581	0.9935304726	0.6972917587	0.819460021	0.9974482121	0.8971745297	0.9446578581	1	6	6	1	5	3	1.00	0.17	0.17	1.00	0.33	0.67	1.00	0.25	0.42
mothur	SILVA	0.9770712514	0.6274239211	0.764150477	0.9743282737	0.7721874171	0.8615600043																					
mothur	Greengenes	0.9689944258	0.6693972606	0.7918035956	0.9786540437	0.8936873012	0.9342427795	0.9730328386	0.6484105909	0.7779770363	0.9764911587	0.8329373592	0.8979013919	2	7	7	4	6	6	0.83	0.00	0.00	0.50	0.17	0.17	0.67	0.08	0.08
One Codex	RefSeq 65	0.9853774467	0.9076425698	0.9449139577	0.9956612215	0.9609371077	0.977991037																					
One Codex	One Codex 28k	0.8676874891	0.844289681	0.8558286947	0.963917415	0.9285189516	0.9458871151																					
One Codex	SILVA	0.8172855314	0.6591208968	0.7297312747	0.7988563108	0.8209605406	0.8097576071	0.8901168224	0.8036843825	0.843491309	0.9194783158	0.9034722	0.9112119197	7	5	5	7	4	5	0.00	0.33	0.33	0.00	0.50	0.33	0.00	0.42	0.33
QIIME UCLUST	Greengenes	0.9490088971	0.846408782	0.89477727	0.966276409	0.8971370818	0.9304240868																					
QIIME UCLUST	SILVA	0.9734538491	0.8744151283	0.9212804401	0.9803557751	0.9256358284	0.9522103123	0.9612313731	0.8604119552	0.9080288551	0.9733160921	0.9113864551	0.9413171996	3	2	1	5	3	4	0.67	0.83	1.00	0.33	0.67	0.50	0.50	0.75	0.75
QIIME SortMeRna SUMACLUST	SILVA	0.9734255337	0.843914965	0.9040555425	0.9892780479	0.9122206401	0.949187985																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9129345372	0.8764709707	0.8943312362	0.9688437747	0.9208125695	0.9442177445	0.9431800355	0.8601929679	0.8991933894	0.9790609113	0.9165166048	0.9467028648	4	3	2	2	2	2	0.50	0.67	0.83	0.83	0.83	0.83	0.67	0.75	0.83
CLARK	RefSeq Bacteria	0.9308503964	0.868689987	0.8986966074	0.9769831737	0.9734753166	0.9752260907	0.9308503964	0.868689987	0.8986966074	0.9769831737	0.9734753166	0.9752260907	6	1	3	3	1	1	0.17	1.00	0.67	0.67	1.00	1.00	0.42	1.00	0.83
																												
																												
Genus level;error simulation;LC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.6108854066	0.4994727407	0.5495895338	0.8191554736	0.4067567568	0.5435903411																					
BMP	SILVA	0.7767954385	0.5635341141	0.6531986532	0.8445324763	0.4929755672	0.6225515854	0.6938404226	0.5315034274	0.6013940935	0.831843975	0.449866162	0.5830709633	7	4	5	3	7	7	0.00	0.50	0.33	0.67	0.00	0.00	0.33	0.25	0.17
kraken	MiniKraken DB	0.9908726435	0.4666372072	0.6344767315	0.9856015506	0.8650761504	0.9214142416	0.9908726435	0.4666372072	0.6344767315	0.9856015506	0.8650761504	0.9214142416	1	5	3	1	2	2	1.00	0.33	0.67	1.00	0.83	0.83	1.00	0.58	0.75
mothur	SILVA	0.93882888	0.3375439457	0.4965571158	0.9338114158	0.3962659868	0.5564152904																					
mothur	Greengenes	0.9235448348	0.3628198261	0.5209726084	0.7210177932	0.5818386749	0.6439942505	0.9311868574	0.3501818859	0.5087648621	0.8274146045	0.4890523309	0.6002047705	2	7	7	4	6	6	0.83	0.00	0.00	0.50	0.17	0.17	0.67	0.08	0.08
One Codex	RefSeq 65	0.9797495337	0.5955620343	0.7408078977	0.9787067867	0.9725104158	0.9755987625																					
One Codex	One Codex 28k	0.6564193467	0.7115173474	0.6828587234	0.9601282051	0.9335189263	0.9466366107																					
One Codex	SILVA	0.4869038525	0.5720971982	0.5260737553	0.5309987942	0.6746887967	0.5942815373	0.707690911	0.6263921933	0.6499134588	0.8232779287	0.8602393796	0.8388389702	6	1	2	5	3	3	0.17	1.00	0.83	0.33	0.67	0.67	0.25	0.83	0.75
QIIME UCLUST	Greengenes	0.5746918057	0.5294510634	0.5511445958	0.5839572193	0.5891305582	0.5865324815																					
QIIME UCLUST	SILVA	0.9005280434	0.534609845	0.6709197236	0.8561462258	0.5350074113	0.65851041	0.7376099246	0.5320304542	0.6110321597	0.7200517226	0.5620689848	0.6225214458	5	3	4	7	5	5	0.33	0.67	0.50	0.00	0.33	0.33	0.17	0.50	0.42
QIIME SortMeRna SUMACLUST	SILVA	0.8803820497	0.4958585945	0.6344021413	0.8996350365	0.8886788305	0.8941233716																					
QIIME SortMeRna SUMACLUST	Greengenes	0.7777418573	0.432494382	0.5558732634	0.6066369214	0.6060622945	0.6063494718	0.8290619535	0.4641764883	0.5951377024	0.753135979	0.7473705625	0.7502364217	4	6	6	6	4	4	0.50	0.17	0.17	0.17	0.50	0.50	0.33	0.33	0.33
CLARK	RefSeq Bacteria	0.885994715	0.6072968777	0.7206386572	0.9540483186	0.9792242607	0.9664723635	0.885994715	0.6072968777	0.7206386572	0.9540483186	0.9792242607	0.9664723635	3	2	1	2	1	1	0.67	0.83	1.00	0.83	1.00	1.00	0.75	0.92	1.00
																												
																												
Genus level;error simulation;MC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8216158911	0.6753657754	0.741346759	0.7575366918	0.3386832188	0.4680903214																					
BMP	SILVA	0.8909623689	0.757506884	0.8188325341	0.8752378503	0.7539204394	0.8100621148	0.85628913	0.7164363297	0.7800896466	0.8163872711	0.5463018291	0.6390762181	4	1	1	7	6	7	0.50	1.00	1.00	0.00	0.17	0.00	0.25	0.58	0.50
kraken	MiniKraken DB	0.9928499262	0.5128874257	0.6763732627	0.9959230967	0.9318209195	0.9628062315	0.9928499262	0.5128874257	0.6763732627	0.9959230967	0.9318209195	0.9628062315	1	6	5	1	3	2	1.00	0.17	0.33	1.00	0.67	0.83	1.00	0.42	0.58
mothur	SILVA	0.9855455522	0.4806445116	0.6461605112	0.9800613497	0.4904860017	0.6537788428																					
mothur	Greengenes	0.9837490859	0.4881854839	0.6525453418	0.8430065359	0.5707584742	0.6806691646	0.9846473191	0.4844149978	0.6493529265	0.9115339428	0.530622238	0.6672240037	2	7	6	4	7	6	0.83	0.00	0.17	0.50	0.00	0.17	0.67	0.00	0.17
One Codex	RefSeq 65	0.9911736312	0.577918945	0.7301264794	0.9944666586	0.9903068817	0.992382411																					
One Codex	One Codex 28k	0.6834702208	0.7485994398	0.7145538216	0.9894023413	0.9735267965	0.9814003708																					
One Codex	SILVA	0.7173963508	0.817004177	0.763967171	0.7560518088	0.8664141673	0.8074794886	0.7973467343	0.7145075206	0.736215824	0.9133069362	0.9434159485	0.9270874235	5	2	2	3	2	3	0.33	0.83	0.83	0.67	0.83	0.67	0.50	0.83	0.75
QIIME UCLUST	Greengenes	0.8211357239	0.6078271504	0.698560608	0.7548535964	0.4328208404	0.5501783281																					
QIIME UCLUST	SILVA	0.9141502071	0.6460330929	0.7570537201	0.9532034328	0.7317780632	0.8279418659	0.8676429655	0.6269301217	0.7278071641	0.8540285146	0.5822994518	0.689060097	3	4	3	6	5	5	0.67	0.50	0.67	0.17	0.33	0.33	0.42	0.42	0.50
QIIME SortMeRna SUMACLUST	SILVA	0.7756110381	0.7117842844	0.742328202	0.971154345	0.7657911962	0.856332487																					
QIIME SortMeRna SUMACLUST	Greengenes	0.7037350098	0.6869327558	0.6952323791	0.7392017048	0.4133742781	0.530233105	0.739673024	0.6993585201	0.7187802906	0.8551780249	0.5895827372	0.693282796	7	3	4	5	4	4	0.00	0.67	0.50	0.33	0.50	0.50	0.17	0.58	0.50
CLARK	RefSeq Bacteria	0.7755880924	0.513507305	0.6179064046	0.9850499678	0.9925291323	0.988775407	0.7755880924	0.513507305	0.6179064046	0.9850499678	0.9925291323	0.988775407	6	5	7	2	1	1	0.17	0.33	0.00	0.83	1.00	1.00	0.50	0.67	0.50
																												
																												
Genus level;error simulation;MC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8216158911	0.6753657754	0.741346759	0.7575366918	0.3386832188	0.4680903214																					
BMP	SILVA	0.8909623689	0.757506884	0.8188325341	0.8752378503	0.7539204394	0.8100621148	0.85628913	0.7164363297	0.7800896466	0.8163872711	0.5463018291	0.6390762181	4	1	1	7	6	7	0.50	1.00	1.00	0.00	0.17	0.00	0.25	0.58	0.50
kraken	MiniKraken DB	0.9928499262	0.5128874257	0.6763732627	0.9959230967	0.9318209195	0.9628062315	0.9928499262	0.5128874257	0.6763732627	0.9959230967	0.9318209195	0.9628062315	1	6	5	1	3	2	1.00	0.17	0.33	1.00	0.67	0.83	1.00	0.42	0.58
mothur	SILVA	0.9855455522	0.4806445116	0.6461605112	0.9800613497	0.4904860017	0.6537788428																					
mothur	Greengenes	0.9837490859	0.4881854839	0.6525453418	0.8430065359	0.5707584742	0.6806691646	0.9846473191	0.4844149978	0.6493529265	0.9115339428	0.530622238	0.6672240037	2	7	6	4	7	6	0.83	0.00	0.17	0.50	0.00	0.17	0.67	0.00	0.17
One Codex	RefSeq 65	0.9911736312	0.577918945	0.7301264794	0.9944666586	0.9903068817	0.992382411																					
One Codex	One Codex 28k	0.6834702208	0.7485994398	0.7145538216	0.9894023413	0.9735267965	0.9814003708																					
One Codex	SILVA	0.7173963508	0.817004177	0.763967171	0.7560518088	0.8664141673	0.8074794886	0.7973467343	0.7145075206	0.736215824	0.9133069362	0.9434159485	0.9270874235	5	2	2	3	2	3	0.33	0.83	0.83	0.67	0.83	0.67	0.50	0.83	0.75
QIIME UCLUST	Greengenes	0.8211357239	0.6078271504	0.698560608	0.7548535964	0.4328208404	0.5501783281																					
QIIME UCLUST	SILVA	0.9141502071	0.6460330929	0.7570537201	0.9532034328	0.7317780632	0.8279418659	0.8676429655	0.6269301217	0.7278071641	0.8540285146	0.5822994518	0.689060097	3	4	3	6	5	5	0.67	0.50	0.67	0.17	0.33	0.33	0.42	0.42	0.50
QIIME SortMeRna SUMACLUST	SILVA	0.7756110381	0.7117842844	0.742328202	0.971154345	0.7657911962	0.856332487																					
QIIME SortMeRna SUMACLUST	Greengenes	0.7037350098	0.6869327558	0.6952323791	0.7392017048	0.4133742781	0.530233105	0.739673024	0.6993585201	0.7187802906	0.8551780249	0.5895827372	0.693282796	7	3	4	5	4	4	0.00	0.67	0.50	0.33	0.50	0.50	0.17	0.58	0.50
CLARK	RefSeq Bacteria	0.7755880924	0.513507305	0.6179064046	0.9850499678	0.9925291323	0.988775407	0.7755880924	0.513507305	0.6179064046	0.9850499678	0.9925291323	0.988775407	6	5	7	2	1	1	0.17	0.33	0.00	0.83	1.00	1.00	0.50	0.67	0.50
																												
																												
Genus level;error simulation;HC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.818706546	0.561341968	0.6660263593	0.8669799499	0.6048432924	0.712567912																					
BMP	SILVA	0.8846220577	0.664898935	0.7591820528	0.8486616511	0.7522569523	0.7975566351	0.8516643019	0.6131204515	0.7126042061	0.8578208005	0.6785501224	0.7550622736	7	6	6	7	6	7	0.00	0.17	0.17	0.00	0.17	0.00	0.00	0.17	0.08
kraken	MiniKraken DB	0.9928735205	0.6438416717	0.7811418263	0.9792653211	0.8676524502	0.9200863931	0.9928735205	0.6438416717	0.7811418263	0.9792653211	0.8676524502	0.9200863931	1	4	3	1	3	2	1.00	0.50	0.67	1.00	0.67	0.83	1.00	0.58	0.75
mothur	SILVA	0.9429654519	0.4497082751	0.6089859508	0.9383196046	0.5917137633	0.7257575371																					
mothur	Greengenes	0.9293084861	0.5011211693	0.6511276573	0.9087585523	0.7482905432	0.820754717	0.936136969	0.4754147222	0.6300568041	0.9235390785	0.6700021533	0.7732561271	2	7	7	3	7	6	0.83	0.00	0.00	0.67	0.00	0.17	0.75	0.00	0.08
One Codex	RefSeq 65	0.9831980635	0.8405015013	0.9062670896	0.9685239085	0.9608134307	0.9646532624																					
One Codex	One Codex 28k	0.8568947714	0.8317160949	0.8441177151	0.9459056637	0.9079357065	0.9265318391																					
One Codex	SILVA	0.72537401	0.6084945125	0.6618135103	0.6954157729	0.7378532868	0.7160062659	0.855155615	0.7602373696	0.804066105	0.8699484484	0.8688674747	0.8690637891	6	2	2	4	2	3	0.17	0.83	0.83	0.50	0.83	0.67	0.33	0.83	0.75
QIIME UCLUST	Greengenes	0.8227651736	0.5718842663	0.6747594688	0.8836682368	0.6429780034	0.7443495731																					
QIIME UCLUST	SILVA	0.9188412596	0.6634908537	0.7705623448	0.8549680642	0.8099636033	0.8318575801	0.8708032166	0.61768756	0.7226609068	0.8693181505	0.7264708034	0.7881035766	4	5	5	5	5	5	0.50	0.33	0.33	0.33	0.33	0.33	0.42	0.33	0.33
QIIME SortMeRna SUMACLUST	SILVA	0.888793057	0.7188385578	0.7948322406	0.8535955689	0.8310863306	0.8421905754																					
QIIME SortMeRna SUMACLUST	Greengenes	0.8482296424	0.6373156276	0.727800112	0.8639207508	0.6583815284	0.7472753238	0.8685113497	0.6780770927	0.7613161763	0.8587581599	0.7447339295	0.7947329496	5	3	4	6	4	4	0.33	0.67	0.50	0.17	0.50	0.50	0.25	0.58	0.50
CLARK	RefSeq Bacteria	0.9057225196	0.8631588125	0.8839285714	0.9336709486	0.9695583394	0.9512762967	0.9057225196	0.8631588125	0.8839285714	0.9336709486	0.9695583394	0.9512762967	3	1	1	2	1	1	0.67	1.00	1.00	0.83	1.00	1.00	0.75	1.00	1.00
																												
																												
Genus level;error simulation;LC;50000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.6305031447	0.497107438	0.5559149723	0.7891329769	0.4203465996	0.5485158575																					
BMP	SILVA	0.7836078131	0.5680703378	0.6586543621	0.8127453079	0.5089828388	0.625958394	0.7070554789	0.5325888879	0.6072846672	0.8009391424	0.4646647192	0.5872371258	6	3	5	6	7	7	0.17	0.67	0.33	0.17	0.00	0.00	0.17	0.33	0.17
kraken	MiniKraken DB	0.9910048831	0.4646716208	0.6326843142	0.9854220659	0.8625886166	0.9199230985	0.9910048831	0.4646716208	0.6326843142	0.9854220659	0.8625886166	0.9199230985	1	6	3	1	2	2	1.00	0.17	0.67	1.00	0.83	0.83	1.00	0.50	0.75
mothur	SILVA	0.9358154408	0.3352974875	0.4937036814	0.9316858401	0.4052968676	0.5648679679																					
mothur	Greengenes	0.9245710075	0.3616653283	0.5199437579	0.7173887205	0.5962854109	0.6512550072	0.9301932242	0.3484814079	0.5068237197	0.8245372803	0.5007911393	0.6080614876	2	7	7	4	6	6	0.83	0.00	0.00	0.50	0.17	0.17	0.67	0.08	0.08
One Codex	RefSeq 65	0.9796689517	0.5931527373	0.7389182441	0.9794395214	0.9721836735	0.9757981093																					
One Codex	One Codex 28k	0.65522218	0.7112662507	0.6820949419	0.9614859678	0.9355106445	0.9483204678																					
One Codex	SILVA	0.4835026767	0.5693792216	0.522938761	0.5292456837	0.679803588	0.5951504594	0.7061312695	0.6245994032	0.6479839823	0.823390391	0.862499302	0.8397563455	7	1	2	5	3	3	0.00	1.00	0.83	0.33	0.67	0.67	0.17	0.83	0.75
QIIME UCLUST	Greengenes	0.6783369035	0.4729921645	0.5573524532	0.7768468884	0.5005947751	0.6088504932																					
QIIME UCLUST	SILVA	0.8302972511	0.5631481523	0.6711140051	0.6827057558	0.6644242599	0.6734409615	0.7543170773	0.5180701584	0.6142332292	0.7297763221	0.5825095175	0.6411457274	5	4	4	7	4	5	0.33	0.50	0.50	0.00	0.50	0.33	0.17	0.50	0.42
QIIME SortMeRna SUMACLUST	SILVA	0.8294599258	0.4981148716	0.6224377342	0.8291929422	0.5832605238	0.6848162031																					
QIIME SortMeRna SUMACLUST	Greengenes	0.8454848651	0.4321752266	0.5719793794	0.9051738275	0.4629983014	0.6126333606	0.8374723955	0.4651450491	0.5972085568	0.8671833849	0.5231294126	0.6487247819	4	5	6	3	5	4	0.50	0.33	0.17	0.67	0.33	0.50	0.58	0.33	0.33
CLARK	RefSeq Bacteria	0.8838052595	0.6051819065	0.7184252009	0.9534238188	0.9789387652	0.9660128421	0.8838052595	0.6051819065	0.7184252009	0.9534238188	0.9789387652	0.9660128421	3	2	1	2	1	1	0.67	0.83	1.00	0.83	1.00	1.00	0.75	0.92	1.00
																												
																												
Genus level;error simulation;MC;50000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8475965094	0.6388913664	0.7285926792	0.854039612	0.309642639	0.4545004946																					
BMP	SILVA	0.8632945659	0.7731782876	0.8157551929	0.9300567639	0.6966176254	0.7965871211	0.8554455377	0.706034827	0.7721739361	0.892048188	0.5031301322	0.6255438079	3	3	1	5	7	7	0.67	0.67	1.00	0.33	0.00	0.00	0.50	0.33	0.50
kraken	MiniKraken DB	0.9909258028	0.5090620479	0.672595739	0.9955510876	0.9347887211	0.9642135792	0.9909258028	0.5090620479	0.672595739	0.9955510876	0.9347887211	0.9642135792	1	6	5	1	3	2	1.00	0.17	0.33	1.00	0.67	0.83	1.00	0.42	0.58
mothur	SILVA	0.9840278065	0.4793203531	0.6446375083	0.981234429	0.492984475	0.6562571386																					
mothur	Greengenes	0.9819969927	0.4876001372	0.6516369128	0.8472235888	0.5696925588	0.6812781053	0.9830123996	0.4834602452	0.6481372106	0.9142290089	0.5313385169	0.668767622	2	7	6	4	6	5	0.83	0.00	0.17	0.50	0.17	0.33	0.67	0.08	0.25
One Codex	RefSeq 65	0.990745234	0.5747290531	0.7274601377	0.9941303427	0.9914904746	0.9928086538																					
One Codex	One Codex 28k	0.6818664362	0.7441666218	0.7116556513	0.9888244099	0.9750682439	0.9818981491																					
One Codex	SILVA	0.7147684635	0.8122136596	0.7603818024	0.760422954	0.8659216455	0.8097505237	0.7957933779	0.7103697782	0.7331658638	0.9144592355	0.9441601213	0.9281524422	6	2	3	3	2	3	0.17	0.83	0.67	0.67	0.83	0.67	0.42	0.83	0.67
QIIME UCLUST	Greengenes	0.8315304735	0.6039417271	0.6996944282	0.6810696422	0.4243724677	0.5229169436																					
QIIME UCLUST	SILVA	0.8405378095	0.6756695774	0.7491400338	0.925021773	0.7432303484	0.8242210464	0.8360341415	0.6398056523	0.724417231	0.8030457076	0.5838014081	0.673568995	5	4	4	6	5	4	0.33	0.50	0.50	0.17	0.33	0.50	0.25	0.42	0.50
QIIME SortMeRna SUMACLUST	SILVA	0.9706360869	0.7567152881	0.8504293646	0.7233061294	0.9202833888	0.8099913129																					
QIIME SortMeRna SUMACLUST	Greengenes	0.7076418165	0.6792766949	0.6931691954	0.8705178218	0.3423923324	0.4914768442	0.8391389517	0.7179959915	0.77179928	0.7969119756	0.6313378606	0.6507340786	4	1	2	7	4	6	0.50	1.00	0.83	0.00	0.50	0.17	0.25	0.75	0.50
CLARK	RefSeq Bacteria	0.776526544	0.5091492777	0.6150351781	0.9841656271	0.9939446894	0.9890309862	0.776526544	0.5091492777	0.6150351781	0.9841656271	0.9939446894	0.9890309862	7	5	7	2	1	1	0.00	0.33	0.00	0.83	1.00	1.00	0.42	0.67	0.50
																												
																												
Genus level;error simulation;HC;50000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.819860694	0.5784229746	0.6782976474	0.8840649467	0.5939379568	0.7105259765																					
BMP	SILVA	0.8801875865	0.6808715225	0.7678052146	0.8456104681	0.7360074415	0.7870113172	0.8500241403	0.6296472486	0.723051431	0.8648377074	0.6649726992	0.7487686469	6	6	6	7	7	7	0.17	0.17	0.17	0.00	0.00	0.00	0.08	0.08	0.08
kraken	MiniKraken DB	0.9928660436	0.6403528159	0.7785662811	0.9805491991	0.8895650581	0.9328438644	0.9928660436	0.6403528159	0.7785662811	0.9805491991	0.8895650581	0.9328438644	1	5	3	1	2	2	1.00	0.33	0.67	1.00	0.83	0.83	1.00	0.58	0.75
mothur	SILVA	0.9353163558	0.4647523894	0.6209559533	0.9353278041	0.5916311023	0.724798837																					
mothur	Greengenes	0.9274190443	0.5005923309	0.650217315	0.9107307197	0.743182062	0.8184696819	0.9313677001	0.4826723602	0.6355866342	0.9230292619	0.6674065822	0.7716342595	2	7	7	3	6	6	0.83	0.00	0.00	0.67	0.17	0.17	0.75	0.08	0.08
One Codex	RefSeq 65	0.9835650471	0.8349691759	0.9031960866	0.9711558415	0.9627648632	0.9669421488																					
One Codex	One Codex 28k	0.854436175	0.830890411	0.8424988136	0.9430466755	0.911943448	0.9272343028																					
One Codex	SILVA	0.7244407769	0.604698647	0.6591759295	0.69245142	0.7381489842	0.7145703451	0.854147333	0.7568527446	0.8016236099	0.8688846457	0.8709524318	0.8695822656	5	2	2	6	3	3	0.33	0.83	0.83	0.17	0.67	0.67	0.25	0.75	0.75
QIIME UCLUST	Greengenes	0.8346654417	0.6111073743	0.7056021539	0.8706993674	0.662090326	0.7521992488																					
QIIME UCLUST	SILVA	0.8564539763	0.7205908724	0.7826700914	0.8698676456	0.8073164171	0.8374255952	0.845559709	0.6658491234	0.7441361227	0.8702835065	0.7347033716	0.794812422	7	3	4	5	5	5	0.00	0.67	0.50	0.33	0.33	0.33	0.17	0.50	0.42
QIIME SortMeRna SUMACLUST	SILVA	0.8797432509	0.7162776399	0.7896393125	0.8900294985	0.831826202	0.8599441373																					
QIIME SortMeRna SUMACLUST	Greengenes	0.8309331351	0.6023663591	0.6984250944	0.8749540064	0.678184371	0.7641046556	0.855338193	0.6593219995	0.7440322035	0.8824917525	0.7550052865	0.8120243965	4	4	5	4	4	4	0.50	0.50	0.33	0.50	0.50	0.50	0.50	0.50	0.42
CLARK	RefSeq Bacteria	0.9045748932	0.8591340386	0.8812690883	0.9361802646	0.9719361099	0.9537231761	0.9045748932	0.8591340386	0.8812690883	0.9361802646	0.9719361099	0.9537231761	3	1	1	2	1	1	0.67	1.00	1.00	0.83	1.00	1.00	0.75	1.00	1.00
																												
																												
Genus level;error simulation;LC;100000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.6135891105	0.4956633557	0.5483578298	0.7898186861	0.4177185653	0.5464376821																					
BMP	SILVA	0.7301320935	0.5750506239	0.6433779888	0.7888642824	0.5147112365	0.622959398	0.671860602	0.5353569898	0.5958679093	0.7893414843	0.4662149009	0.5846985401	6	5	6	6	7	7	0.17	0.33	0.17	0.17	0.00	0.00	0.17	0.17	0.08
kraken	MiniKraken DB	0.9898874177	0.4513717965	0.6200234596	0.9861126754	0.8864600524	0.9336347592	0.9898874177	0.4513717965	0.6200234596	0.9861126754	0.8864600524	0.9336347592	1	6	3	1	2	2	1.00	0.17	0.67	1.00	0.83	0.83	1.00	0.50	0.75
mothur	SILVA	0.9372611994	0.3463687151	0.5058123898	0.9347104032	0.3962099335	0.5565194798																					
mothur	Greengenes	0.9280565972	0.3586412457	0.5173543671	0.7294536637	0.5859302722	0.6498619484	0.9326588983	0.3525049804	0.5115833785	0.8320820335	0.4910701029	0.6031907141	2	7	7	3	6	6	0.83	0.00	0.00	0.67	0.17	0.17	0.75	0.08	0.08
One Codex	RefSeq 65	0.9790679703	0.5901533102	0.7364164771	0.9788901114	0.9719542201	0.9754098361																					
One Codex	One Codex 28k	0.6516494493	0.7113457557	0.6801903166	0.9589331572	0.9360035779	0.9473296385																					
One Codex	SILVA	0.4803332423	0.5677158999	0.5203817415	0.5259399155	0.6771824726	0.5920549662	0.703683554	0.6230716553	0.6456628451	0.8212543947	0.8617134235	0.8382648136	5	1	2	5	3	3	0.33	1.00	0.83	0.33	0.67	0.67	0.33	0.83	0.75
